name,clean_mode,fit_count,status,weight_mode,test_mra_percent,train_mra_percent,test_p75_count,test_benefit,test_tie,test_harm,test_switch_delta_sum,threshold,far_guard_proxy,far_guard_threshold
drop_far_proxy:decision_tree_delta_d2:delta_quality,drop_far_proxy,1297,ok,delta_quality,32.127139364303176,30.808543096872615,139,35,52,52,2.9999999999999982,0.030303932251083715,,
non_tie_quality_strict:lgbm_delta,non_tie_quality_strict,185,ok,delta,32.11491442542788,31.456903127383672,41,15,10,16,2.9,0.1890785493104881,,
non_tie_quality_strict:lgbm_delta:far_guard,non_tie_quality_strict,185,ok,delta,32.11491442542788,31.456903127383672,41,15,10,16,2.9,0.1890785493104881,,
quality_loose:ridge_delta:quality,quality_loose,593,ok,quality,32.11491442542787,30.892448512585812,126,38,49,39,2.8999999999999995,0.03436427299172849,,
non_tie:xgb_delta:far_guard,non_tie,509,ok,delta,32.10268948655257,32.09000762776507,248,61,87,100,2.799999999999999,0.02906053581664079,p75,2.0
switch_relevant:xgb_delta:far_guard,switch_relevant,509,ok,delta,32.10268948655257,32.09000762776507,248,61,87,100,2.799999999999999,0.02906053581664079,p75,2.0
non_tie_quality_strict:logistic_switch:delta_quality,non_tie_quality_strict,185,ok,delta_quality,32.10268948655257,31.2280701754386,95,31,26,38,2.7999999999999994,0.63163581062391,,
non_tie_quality_strict:logistic_switch:far_guard:delta_quality,non_tie_quality_strict,185,ok,delta_quality,32.10268948655257,31.2280701754386,95,31,26,38,2.7999999999999994,0.63163581062391,,
non_tie_quality_strict:gbrt_delta:quality,non_tie_quality_strict,185,ok,quality,32.10268948655257,31.73913043478261,146,36,57,53,2.8000000000000003,0.04514385680748546,,
non_tie_quality_strict:gbrt_delta:far_guard:quality,non_tie_quality_strict,185,ok,quality,32.10268948655257,31.76964149504195,146,36,57,53,2.8000000000000003,0.04514385680748546,p75,2.5
none:decision_tree_delta_d2:quality,none,1311,ok,quality,32.090464547677264,30.72463768115942,144,40,43,61,2.6999999999999984,-0.013910014492039192,,
none:decision_tree_delta_d2:far_guard:quality,none,1311,ok,quality,32.090464547677264,30.72463768115942,144,40,43,61,2.6999999999999984,-0.013910014492039192,,
drop_far_proxy:xgb_delta:far_guard,drop_far_proxy,1297,ok,delta,32.090464547677264,31.998474446987036,118,33,35,50,2.699999999999998,0.062493989361992366,p75,2.0
drop_far_proxy:lgbm_delta:far_guard,drop_far_proxy,1297,ok,delta,32.090464547677264,32.24256292906179,127,34,43,50,2.699999999999999,0.05757431943385756,p90,2.5
non_tie_quality_loose:ridge_delta,non_tie_quality_loose,271,ok,delta,32.090464547677264,30.953470633104494,257,68,99,90,2.6999999999999993,0.029691614400732997,,
non_tie_quality_loose:decision_tree_delta_d3:quality,non_tie_quality_loose,271,ok,quality,32.090464547677264,31.029748283752863,235,56,89,90,2.6999999999999993,0.048942602303689714,,
non_tie_quality_loose:decision_tree_delta_d3:far_guard:quality,non_tie_quality_loose,271,ok,quality,32.090464547677264,31.029748283752863,235,56,89,90,2.6999999999999993,0.048942602303689714,,
non_tie:xgb_delta,non_tie,509,ok,delta,32.078239608801965,32.036613272311214,275,64,105,106,2.5999999999999996,0.02906053581664079,,
switch_relevant:xgb_delta,switch_relevant,509,ok,delta,32.078239608801965,32.036613272311214,275,64,105,106,2.5999999999999996,0.02906053581664079,,
none:ridge_delta:delta_quality,none,1311,ok,delta_quality,32.07823960880195,31.38825324180015,175,44,68,63,2.5999999999999988,0.09013038332654962,,
quality_strict:random_forest_delta:quality,quality_strict,390,ok,quality,32.07823960880195,31.85354691075515,138,39,46,53,2.6000000000000005,-0.00884340367417528,,
quality_strict:random_forest_delta:far_guard:quality,quality_strict,390,ok,quality,32.07823960880195,31.85354691075515,138,39,46,53,2.6000000000000005,-0.008843403674175278,,
non_tie_quality_loose:xgb_delta:delta_quality,non_tie_quality_loose,271,ok,delta_quality,32.07823960880195,30.953470633104494,104,30,30,44,2.5999999999999996,0.0990544930100441,,
non_tie_quality_loose:xgb_delta:far_guard:delta_quality,non_tie_quality_loose,271,ok,delta_quality,32.07823960880195,30.953470633104494,104,30,30,44,2.5999999999999996,0.0990544930100441,,
quality_strict:lgbm_delta,quality_strict,390,ok,delta,32.06601466992665,31.365369946605647,130,35,46,49,2.5,0.09124687801098749,,
quality_strict:lgbm_delta:far_guard,quality_strict,390,ok,delta,32.06601466992665,31.39588100686499,130,35,46,49,2.5,0.09124687801098749,p75,2.5
non_tie_quality_strict:logistic_switch,non_tie_quality_strict,185,ok,delta,32.06601466992665,31.2280701754386,103,35,25,43,2.500000000000001,0.6349538532582141,,
non_tie_quality_strict:logistic_switch:far_guard,non_tie_quality_strict,185,ok,delta,32.06601466992665,31.2280701754386,103,35,25,43,2.500000000000001,0.6349538532582141,,
non_tie:decision_tree_delta_d3:far_guard:delta_quality,non_tie,509,ok,delta_quality,32.05378973105134,31.144164759725403,89,27,24,38,2.399999999999998,0.2097442989365481,p90,2.5
switch_relevant:decision_tree_delta_d3:far_guard:delta_quality,switch_relevant,509,ok,delta_quality,32.05378973105134,31.144164759725403,89,27,24,38,2.399999999999998,0.2097442989365481,p90,2.5
drop_far_proxy:gbrt_delta:quality,drop_far_proxy,1297,ok,quality,32.05378973105134,32.120518688024404,196,50,68,78,2.3999999999999972,-0.021999901196310515,,
drop_far_proxy:gbrt_delta:far_guard:quality,drop_far_proxy,1297,ok,quality,32.05378973105134,32.120518688024404,196,50,68,78,2.3999999999999972,-0.021999901196310515,,
quality_strict:xgb_delta:far_guard:delta_quality,quality_strict,390,ok,delta_quality,32.05378973105134,30.518688024408853,17,8,2,7,2.4,0.16075697390339042,p90,1.8
non_tie_quality_strict:ridge_delta:delta_quality,non_tie_quality_strict,185,ok,delta_quality,32.05378973105134,30.755148741418765,95,26,36,33,2.3999999999999995,0.2668863462005506,,
quality_loose:ridge_delta:far_guard:delta_quality,quality_loose,593,ok,delta_quality,32.04156479217604,31.12128146453089,121,37,38,46,2.3000000000000007,0.13233853348748714,p75,3.0
non_tie_quality_loose:decision_tree_delta_d2:delta_quality,non_tie_quality_loose,271,ok,delta_quality,32.04156479217603,30.72463768115942,146,40,43,63,2.2999999999999976,0.2752709208272756,,
non_tie_quality_loose:decision_tree_delta_d2:quality,non_tie_quality_loose,271,ok,quality,32.04156479217603,30.72463768115942,146,40,43,63,2.2999999999999976,0.07711261150309372,,
non_tie_quality_loose:decision_tree_delta_d2:far_guard:quality,non_tie_quality_loose,271,ok,quality,32.04156479217603,30.72463768115942,146,40,43,63,2.2999999999999976,0.07711261150309372,,
non_tie_quality_loose:decision_tree_delta_d3:delta_quality,non_tie_quality_loose,271,ok,delta_quality,32.04156479217603,30.72463768115942,146,40,43,63,2.2999999999999976,0.2752709208272756,,
non_tie_quality_strict:decision_tree_delta_d2:quality,non_tie_quality_strict,185,ok,quality,32.04156479217603,30.72463768115942,146,40,43,63,2.2999999999999976,0.08362695120110873,,
non_tie_quality_strict:decision_tree_delta_d2:far_guard:quality,non_tie_quality_strict,185,ok,quality,32.04156479217603,30.72463768115942,146,40,43,63,2.2999999999999976,0.08362695120110873,,
non_tie_quality_strict:decision_tree_delta_d3:quality,non_tie_quality_strict,185,ok,quality,32.04156479217603,30.72463768115942,146,40,43,63,2.2999999999999976,0.12705925459582945,,
non_tie_quality_strict:decision_tree_delta_d3:far_guard:quality,non_tie_quality_strict,185,ok,quality,32.04156479217603,30.72463768115942,146,40,43,63,2.2999999999999976,0.12705925459582945,,
quality_strict:logistic_switch,quality_strict,390,ok,delta,32.02933985330073,31.090770404271552,119,37,34,48,2.1999999999999997,0.7063311979485508,,
quality_strict:logistic_switch:far_guard,quality_strict,390,ok,delta,32.02933985330073,31.090770404271552,119,37,34,48,2.1999999999999997,0.7063311979485508,,
non_tie_quality_strict:ridge_delta:far_guard:delta_quality,non_tie_quality_strict,185,ok,delta_quality,32.02933985330073,30.75514874141877,71,23,20,28,2.1999999999999993,0.2668863462005506,p75,1.5
non_tie_quality_strict:random_forest_delta,non_tie_quality_strict,185,ok,delta,32.02933985330073,31.23569794050344,58,18,15,25,2.1999999999999997,0.1456053228065775,,
non_tie_quality_strict:random_forest_delta:quality,non_tie_quality_strict,185,ok,quality,32.02933985330073,31.5255530129672,138,41,40,57,2.1999999999999993,0.015150925233099096,,
non_tie_quality_strict:random_forest_delta:far_guard,non_tie_quality_strict,185,ok,delta,32.02933985330073,31.23569794050344,58,18,15,25,2.1999999999999997,0.14560532280657748,,
non_tie_quality_strict:random_forest_delta:far_guard:quality,non_tie_quality_strict,185,ok,quality,32.02933985330073,31.5255530129672,138,41,40,57,2.1999999999999993,0.015150925233099095,,
non_tie_quality_strict:gbrt_delta:delta_quality,non_tie_quality_strict,185,ok,delta_quality,32.02933985330073,31.61708619374523,119,31,42,46,2.1999999999999997,0.11093695275490685,,
non_tie_quality_strict:gbrt_delta:far_guard:delta_quality,non_tie_quality_strict,185,ok,delta_quality,32.02933985330073,31.61708619374523,119,31,42,46,2.1999999999999997,0.11093695275490685,,
drop_far_proxy:xgb_delta,drop_far_proxy,1297,ok,delta,32.017114914425434,31.952707856598018,133,34,44,55,2.0999999999999983,0.062493989361992366,,
non_tie:logistic_switch,non_tie,509,ok,delta,32.01711491442543,31.18230358504958,240,55,91,94,2.099999999999999,0.6441803592504555,,
non_tie:logistic_switch:far_guard,non_tie,509,ok,delta,32.01711491442543,31.24332570556827,233,54,86,93,2.0999999999999988,0.6441803592504555,median,2.0
switch_relevant:logistic_switch,switch_relevant,509,ok,delta,32.01711491442543,31.18230358504958,240,55,91,94,2.099999999999999,0.6441803592504555,,
switch_relevant:logistic_switch:far_guard,switch_relevant,509,ok,delta,32.01711491442543,31.24332570556827,233,54,86,93,2.0999999999999988,0.6441803592504555,median,2.0
quality_loose:decision_tree_delta_d2:quality,quality_loose,593,ok,quality,32.01711491442543,31.060259344012202,174,46,53,75,2.0999999999999983,-0.029696455013810956,,
quality_loose:decision_tree_delta_d2:far_guard:quality,quality_loose,593,ok,quality,32.01711491442543,31.060259344012202,174,46,53,75,2.0999999999999983,-0.029696455013810956,,
quality_strict:gbrt_delta:delta_quality,quality_strict,390,ok,delta_quality,32.01711491442543,31.136536994660567,92,25,31,36,2.1000000000000005,0.16650565104417983,,
non_tie_quality_loose:xgb_delta:far_guard,non_tie_quality_loose,271,ok,delta,32.01711491442543,31.29672006102212,60,17,21,22,2.0999999999999996,0.18139125859435595,p75,2.0
quality_loose:ridge_delta:delta_quality,quality_loose,593,ok,delta_quality,32.00488997555012,31.10602593440122,124,38,39,47,2.0000000000000004,0.13233853348748714,,
non_tie_quality_loose:ridge_delta:delta_quality,non_tie_quality_loose,271,ok,delta_quality,32.00488997555012,31.05263157894737,97,28,35,34,1.9999999999999996,0.22154629983121868,,
quality_loose:decision_tree_delta_d2:far_guard:delta_quality,quality_loose,593,ok,delta_quality,31.992665036674815,30.73226544622426,150,33,56,61,1.899999999999999,0.007131337162372221,median,1.0
quality_loose:xgb_delta:quality,quality_loose,593,ok,quality,31.992665036674815,32.14340198321892,145,41,41,63,1.9000000000000006,-0.010220536019040034,,
quality_loose:xgb_delta:far_guard:quality,quality_loose,593,ok,quality,31.992665036674815,32.14340198321892,145,41,41,63,1.9000000000000006,-0.010220536019040034,,
quality_strict:logistic_switch:delta_quality,quality_strict,390,ok,delta_quality,31.980440097799512,31.04500381388253,130,40,37,53,1.7999999999999978,0.6825619076393366,,
quality_strict:logistic_switch:far_guard:delta_quality,quality_strict,390,ok,delta_quality,31.980440097799512,31.04500381388253,130,40,37,53,1.7999999999999978,0.6825619076393366,,
non_tie_quality_strict:lgbm_delta:delta_quality,non_tie_quality_strict,185,ok,delta_quality,31.980440097799512,31.39588100686499,83,23,24,36,1.8000000000000003,0.13905119539967428,,
non_tie_quality_strict:lgbm_delta:far_guard:delta_quality,non_tie_quality_strict,185,ok,delta_quality,31.980440097799512,31.39588100686499,83,23,24,36,1.8000000000000003,0.13905119539967425,,
non_tie_quality_strict:lgbm_delta:quality,non_tie_quality_strict,185,ok,quality,31.980440097799505,31.762013729977117,112,28,39,45,1.8,0.05081963301413242,,
non_tie_quality_strict:lgbm_delta:far_guard:quality,non_tie_quality_strict,185,ok,quality,31.980440097799505,31.762013729977117,112,28,39,45,1.8,0.05081963301413242,,
quality_loose:decision_tree_delta_d2:far_guard,quality_loose,593,ok,delta,31.968215158924206,30.755148741418765,71,15,26,30,1.6999999999999997,-0.019355053412759143,p75,1.0
quality_loose:random_forest_delta:quality,quality_loose,593,ok,quality,31.968215158924206,31.91456903127384,150,42,42,66,1.699999999999999,-0.015108904123548478,,
quality_loose:random_forest_delta:far_guard:quality,quality_loose,593,ok,quality,31.968215158924206,31.91456903127384,150,42,42,66,1.699999999999999,-0.01510890412354848,,
non_tie_quality_loose:lgbm_delta:quality,non_tie_quality_loose,271,ok,quality,31.968215158924206,31.777269260106788,135,37,43,55,1.6999999999999997,0.033857710986098424,,
non_tie_quality_loose:lgbm_delta:far_guard:quality,non_tie_quality_loose,271,ok,quality,31.968215158924206,31.777269260106788,135,37,43,55,1.6999999999999997,0.033857710986098424,,
drop_far_proxy:decision_tree_delta_d2:quality,drop_far_proxy,1297,ok,quality,31.955990220048896,31.06788710907704,156,42,45,69,1.5999999999999983,0.018824974428737793,,
drop_far_proxy:decision_tree_delta_d2:far_guard:quality,drop_far_proxy,1297,ok,quality,31.955990220048896,31.06788710907704,156,42,45,69,1.5999999999999983,0.018824974428737793,,
quality_strict:xgb_delta,quality_strict,390,ok,delta,31.943765281173587,31.151792524790235,94,25,29,40,1.5,0.09510178420739836,,
quality_strict:xgb_delta:far_guard,quality_strict,390,ok,delta,31.943765281173587,31.151792524790235,94,25,29,40,1.5,0.09510178420739836,,
non_tie_quality_loose:gbrt_delta,non_tie_quality_loose,271,ok,delta,31.943765281173587,31.75438596491228,68,21,19,28,1.4999999999999991,0.152779599516093,,
non_tie_quality_loose:gbrt_delta:far_guard,non_tie_quality_loose,271,ok,delta,31.943765281173587,31.762013729977117,68,21,19,28,1.4999999999999991,0.152779599516093,p75,2.5
quality_strict:decision_tree_delta_d2,quality_strict,390,ok,delta,31.93154034229829,30.602593440122046,37,11,11,15,1.4,0.23881016938339333,,
quality_strict:decision_tree_delta_d2:delta_quality,quality_strict,390,ok,delta_quality,31.93154034229829,30.602593440122046,37,11,11,15,1.4,0.24651204854666978,,
quality_strict:decision_tree_delta_d2:quality,quality_strict,390,ok,quality,31.93154034229829,30.602593440122046,37,11,11,15,1.4,0.06434959892088873,,
quality_strict:gbrt_delta:quality,quality_strict,390,ok,quality,31.93154034229829,31.83066361556064,71,20,19,32,1.3999999999999997,0.023406916213297935,,
quality_strict:gbrt_delta:far_guard:quality,quality_strict,390,ok,quality,31.93154034229829,31.83066361556064,71,20,19,32,1.3999999999999997,0.023406916213297935,,
quality_loose:gbrt_delta:quality,quality_loose,593,ok,quality,31.931540342298288,31.96796338672769,169,40,62,67,1.3999999999999988,-0.007523927481692577,,
quality_loose:gbrt_delta:far_guard:quality,quality_loose,593,ok,quality,31.931540342298288,31.998474446987036,151,39,49,63,1.3999999999999988,-0.007523927481692577,p75,2.0
non_tie_quality_strict:ridge_delta,non_tie_quality_strict,185,ok,delta,31.931540342298288,30.633104500381393,94,25,37,32,1.4,0.2938557133678136,,
non_tie:xgb_delta:delta_quality,non_tie,509,ok,delta_quality,31.91931540342299,31.647597254004573,167,40,66,61,1.300000000000001,0.08257306442607805,,
non_tie:xgb_delta:far_guard:delta_quality,non_tie,509,ok,delta_quality,31.91931540342299,31.67810831426392,167,40,66,61,1.300000000000001,0.08257306442607805,p75,3.0
switch_relevant:xgb_delta:delta_quality,switch_relevant,509,ok,delta_quality,31.91931540342299,31.647597254004573,167,40,66,61,1.300000000000001,0.08257306442607805,,
switch_relevant:xgb_delta:far_guard:delta_quality,switch_relevant,509,ok,delta_quality,31.91931540342299,31.67810831426392,167,40,66,61,1.300000000000001,0.08257306442607805,p75,3.0
drop_far_proxy:ridge_delta,drop_far_proxy,1297,ok,delta,31.91931540342299,31.35774218154081,204,47,86,71,1.299999999999998,0.07868078270469134,,
drop_far_proxy:random_forest_delta:quality,drop_far_proxy,1297,ok,quality,31.91931540342299,31.96796338672769,229,56,75,98,1.3000000000000014,-0.03226696118503505,,
quality_strict:decision_tree_delta_d3:far_guard,quality_strict,390,ok,delta,31.91931540342299,30.70938215102975,95,30,22,43,1.2999999999999985,0.18017815676272403,p90,1.8
quality_strict:decision_tree_delta_d3:far_guard:delta_quality,quality_strict,390,ok,delta_quality,31.91931540342299,30.70938215102975,95,30,22,43,1.2999999999999985,0.15846745109761431,p90,1.8
non_tie_quality_loose:decision_tree_delta_d2:far_guard,non_tie_quality_loose,271,ok,delta,31.91931540342299,30.755148741418765,73,15,26,32,1.2999999999999994,0.06144465290806757,p75,1.0
non_tie_quality_loose:decision_tree_delta_d2:far_guard:delta_quality,non_tie_quality_loose,271,ok,delta_quality,31.91931540342299,30.755148741418765,73,15,26,32,1.2999999999999994,0.05526026620209937,p75,1.0
non_tie_quality_loose:decision_tree_delta_d3:far_guard,non_tie_quality_loose,271,ok,delta,31.91931540342299,30.755148741418765,73,15,26,32,1.2999999999999994,0.1307275733774287,p75,1.0
non_tie_quality_loose:decision_tree_delta_d3:far_guard:delta_quality,non_tie_quality_loose,271,ok,delta_quality,31.91931540342299,30.755148741418765,73,15,26,32,1.2999999999999994,0.12499324852165417,p75,1.0
non_tie_quality_loose:random_forest_delta:delta_quality,non_tie_quality_loose,271,ok,delta_quality,31.91931540342299,31.58657513348589,116,31,37,48,1.2999999999999992,0.1030867275811664,,
non_tie_quality_loose:random_forest_delta:far_guard:delta_quality,non_tie_quality_loose,271,ok,delta_quality,31.91931540342299,31.58657513348589,116,31,37,48,1.2999999999999992,0.10308672758116641,,
none:random_forest_delta,none,1311,ok,delta,31.90709046454768,32.13577421815408,168,41,54,73,1.2000000000000004,0.010062058302803824,,
none:random_forest_delta:far_guard,none,1311,ok,delta,31.90709046454768,32.13577421815408,168,41,54,73,1.2000000000000004,0.010062058302803824,,
drop_far_proxy:xgb_delta:delta_quality,drop_far_proxy,1297,ok,delta_quality,31.90709046454768,31.891685736079328,145,35,54,56,1.1999999999999977,0.06663567752023285,,
drop_far_proxy:xgb_delta:far_guard:delta_quality,drop_far_proxy,1297,ok,delta_quality,31.90709046454768,31.922196796338675,145,35,54,56,1.1999999999999977,0.06663567752023285,p75,3.0
drop_far_proxy:gbrt_delta,drop_far_proxy,1297,ok,delta,31.894865525672365,32.12814645308924,121,30,43,48,1.0999999999999988,0.06664541650794023,,
quality_strict:ridge_delta:far_guard:quality,quality_strict,390,ok,quality,31.894865525672365,30.930587337909994,77,22,27,28,1.0999999999999996,0.07056101854950322,p75,3.0
non_tie_quality_loose:random_forest_delta,non_tie_quality_loose,271,ok,delta,31.894865525672365,31.51029748283753,144,38,47,59,1.0999999999999994,0.08731893601844071,,
non_tie_quality_strict:gbrt_delta,non_tie_quality_strict,185,ok,delta,31.894865525672365,31.700991609458427,107,29,33,45,1.0999999999999994,0.11003098232976108,,
non_tie_quality_strict:gbrt_delta:far_guard,non_tie_quality_strict,185,ok,delta,31.894865525672365,31.700991609458427,107,29,33,45,1.0999999999999994,0.11003098232976108,,
non_tie_quality_strict:xgb_delta,non_tie_quality_strict,185,ok,delta,31.894865525672365,30.739893211289093,68,20,18,30,1.0999999999999999,0.13807731206658513,,
non_tie_quality_strict:xgb_delta:far_guard,non_tie_quality_strict,185,ok,delta,31.894865525672365,30.739893211289093,68,20,18,30,1.0999999999999999,0.13807731206658513,,
non_tie:ridge_delta:far_guard:delta_quality,non_tie,509,ok,delta_quality,31.882640586797066,31.35774218154081,163,37,65,61,0.9999999999999988,0.1384847313821559,median,2.0
switch_relevant:ridge_delta:far_guard:delta_quality,switch_relevant,509,ok,delta_quality,31.882640586797066,31.35774218154081,163,37,65,61,0.9999999999999988,0.1384847313821559,median,2.0
non_tie_quality_loose:random_forest_delta:far_guard,non_tie_quality_loose,271,ok,delta,31.882640586797066,31.51029748283753,172,46,56,70,0.9999999999999993,0.06892708307805574,p75,2.5
non_tie_quality_strict:random_forest_delta:delta_quality,non_tie_quality_strict,185,ok,delta_quality,31.882640586797066,31.30434782608696,85,25,20,40,0.9999999999999993,0.11620291926792561,,
non_tie_quality_strict:random_forest_delta:far_guard:delta_quality,non_tie_quality_strict,185,ok,delta_quality,31.882640586797066,31.30434782608696,85,25,20,40,0.9999999999999993,0.11620291926792564,,
quality_loose:ridge_delta:far_guard,quality_loose,593,ok,delta,31.882640586797063,31.06025934401221,158,42,56,60,0.9999999999999997,0.09822628975019067,p75,2.5
non_tie:random_forest_delta,non_tie,509,ok,delta,31.870415647921767,31.906941266209,211,50,71,90,0.899999999999999,0.028278433781534502,,
non_tie:random_forest_delta:far_guard,non_tie,509,ok,delta,31.870415647921767,31.937452326468346,211,50,71,90,0.899999999999999,0.028278433781534492,p75,3.0
switch_relevant:random_forest_delta,switch_relevant,509,ok,delta,31.870415647921767,31.906941266209,211,50,71,90,0.899999999999999,0.028278433781534506,,
switch_relevant:random_forest_delta:far_guard,switch_relevant,509,ok,delta,31.870415647921767,31.937452326468346,211,50,71,90,0.899999999999999,0.0282784337815345,p75,3.0
none:ridge_delta:far_guard:quality,none,1311,ok,quality,31.870415647921757,31.01449275362319,154,35,66,53,0.8999999999999991,0.01277000491168032,median,2.0
quality_strict:ridge_delta:far_guard,quality_strict,390,ok,delta,31.870415647921757,30.83905415713196,59,19,17,23,0.9,0.20279794620576144,p75,1.5
non_tie:logistic_switch:quality,non_tie,509,ok,quality,31.858190709046458,30.907704042715483,270,58,105,107,0.799999999999996,0.5470053674084073,,
switch_relevant:logistic_switch:quality,switch_relevant,509,ok,quality,31.858190709046458,30.907704042715483,270,58,105,107,0.799999999999996,0.5470053674084073,,
quality_loose:xgb_delta:delta_quality,quality_loose,593,ok,delta_quality,31.858190709046458,31.01449275362319,80,22,20,38,0.7999999999999992,0.09729105866030799,,
quality_loose:xgb_delta:far_guard:delta_quality,quality_loose,593,ok,delta_quality,31.858190709046458,31.01449275362319,80,22,20,38,0.7999999999999992,0.09729105866030799,,
quality_strict:ridge_delta:quality,quality_strict,390,ok,quality,31.858190709046458,30.915331807780316,80,23,28,29,0.8000000000000005,0.07056101854950322,,
quality_strict:decision_tree_delta_d2:far_guard,quality_strict,390,ok,delta,31.858190709046458,30.640732265446225,31,9,9,13,0.7999999999999999,0.23881016938339333,p90,1.8
quality_strict:decision_tree_delta_d2:far_guard:delta_quality,quality_strict,390,ok,delta_quality,31.858190709046458,30.640732265446225,31,9,9,13,0.7999999999999999,0.24651204854666978,p90,1.8
quality_strict:decision_tree_delta_d2:far_guard:quality,quality_strict,390,ok,quality,31.858190709046458,30.640732265446225,31,9,9,13,0.7999999999999999,0.06434959892088873,p90,1.8
non_tie:decision_tree_delta_d2:quality,non_tie,509,ok,quality,31.858190709046454,31.12890922959573,82,23,21,38,0.7999999999999994,0.05931376403669668,,
non_tie:decision_tree_delta_d3:quality,non_tie,509,ok,quality,31.858190709046454,31.12890922959573,82,23,21,38,0.7999999999999994,0.05931376403669668,,
switch_relevant:decision_tree_delta_d2:quality,switch_relevant,509,ok,quality,31.858190709046454,31.12890922959573,82,23,21,38,0.7999999999999994,0.05931376403669668,,
switch_relevant:decision_tree_delta_d3:quality,switch_relevant,509,ok,quality,31.858190709046454,31.12890922959573,82,23,21,38,0.7999999999999994,0.05931376403669668,,
none:ridge_delta:far_guard,none,1311,ok,delta,31.845965770171148,31.540808543096873,177,41,70,66,0.6999999999999996,0.08224935065497088,median,2.0
drop_far_proxy:decision_tree_delta_d3:quality,drop_far_proxy,1297,ok,quality,31.845965770171148,31.151792524790235,64,20,13,31,0.6999999999999996,0.05211178768587876,,
quality_loose:ridge_delta,quality_loose,593,ok,delta,31.845965770171148,31.01449275362319,162,43,58,61,0.6999999999999998,0.09822628975019067,,
quality_strict:ridge_delta:delta_quality,quality_strict,390,ok,delta_quality,31.845965770171148,30.83905415713196,85,25,28,32,0.6999999999999998,0.1917918481767259,,
quality_strict:ridge_delta:far_guard:delta_quality,quality_strict,390,ok,delta_quality,31.845965770171148,30.83905415713196,85,25,28,32,0.6999999999999998,0.1917918481767259,,
non_tie_quality_loose:random_forest_delta:quality,non_tie_quality_loose,271,ok,quality,31.845965770171148,31.662852784134248,171,45,51,75,0.6999999999999984,0.004133075066881298,,
non_tie_quality_loose:random_forest_delta:far_guard:quality,non_tie_quality_loose,271,ok,quality,31.845965770171148,31.662852784134248,171,45,51,75,0.6999999999999984,0.004133075066881297,,
non_tie:ridge_delta:delta_quality,non_tie,509,ok,delta_quality,31.83374083129584,31.29672006102212,171,38,70,63,0.5999999999999996,0.1384847313821559,,
switch_relevant:ridge_delta:delta_quality,switch_relevant,509,ok,delta_quality,31.83374083129584,31.29672006102212,171,38,70,63,0.5999999999999996,0.1384847313821559,,
none:ridge_delta:quality,none,1311,ok,quality,31.82151589242054,30.961098398169334,163,36,72,55,0.4999999999999998,0.01277000491168032,,
drop_far_proxy:lgbm_delta:far_guard:quality,drop_far_proxy,1297,ok,quality,31.82151589242054,32.34935163996949,233,54,82,97,0.500000000000002,-0.021828626407253925,p90,2.5
drop_far_proxy:random_forest_delta,drop_far_proxy,1297,ok,delta,31.821515892420532,32.00610221205187,204,45,75,84,0.5,-0.0033172094103174937,,
drop_far_proxy:xgb_delta:quality,drop_far_proxy,1297,ok,quality,31.821515892420532,32.166285278413426,222,53,75,94,0.5000000000000017,-0.024540877959962126,,
drop_far_proxy:xgb_delta:far_guard:quality,drop_far_proxy,1297,ok,quality,31.821515892420532,32.166285278413426,222,53,75,94,0.5000000000000017,-0.024540877959962126,,
non_tie:decision_tree_delta_d2:far_guard:quality,non_tie,509,ok,quality,31.809290953545233,31.151792524790235,79,22,19,38,0.39999999999999936,0.05931376403669668,p75,2.0
non_tie:decision_tree_delta_d3:far_guard:quality,non_tie,509,ok,quality,31.809290953545233,31.151792524790235,79,22,19,38,0.39999999999999936,0.05931376403669668,p75,2.0
switch_relevant:decision_tree_delta_d2:far_guard:quality,switch_relevant,509,ok,quality,31.809290953545233,31.151792524790235,79,22,19,38,0.39999999999999936,0.05931376403669668,p75,2.0
switch_relevant:decision_tree_delta_d3:far_guard:quality,switch_relevant,509,ok,quality,31.809290953545233,31.151792524790235,79,22,19,38,0.39999999999999936,0.05931376403669668,p75,2.0
drop_far_proxy:ridge_delta:far_guard:quality,drop_far_proxy,1297,ok,quality,31.809290953545233,31.090770404271552,240,50,104,86,0.3999999999999978,-0.004839406080636173,median,2.0
drop_far_proxy:decision_tree_delta_d3:far_guard:quality,drop_far_proxy,1297,ok,quality,31.809290953545233,31.16704805491991,81,23,19,39,0.3999999999999998,-0.0164708634022136,p75,2.0
drop_far_proxy:ridge_delta:quality,drop_far_proxy,1297,ok,quality,31.797066014669927,31.037376048817695,251,51,112,88,0.29999999999999816,-0.004839406080636173,,
drop_far_proxy:logistic_switch:far_guard,drop_far_proxy,1297,ok,delta,31.797066014669927,31.250953470633107,226,60,69,97,0.3,0.7746078663359843,p75,2.5
none:ridge_delta,none,1311,ok,delta,31.784841075794624,31.487414187643015,183,41,74,68,0.19999999999999915,0.08224935065497088,,
drop_far_proxy:random_forest_delta:delta_quality,drop_far_proxy,1297,ok,delta_quality,31.784841075794624,31.94508009153318,277,64,105,108,0.20000000000000134,-0.01799331365134184,,
drop_far_proxy:gbrt_delta:far_guard,drop_far_proxy,1297,ok,delta,31.784841075794624,32.158657513348594,112,27,39,46,0.19999999999999918,0.06664541650794023,p90,2.5
quality_loose:xgb_delta,quality_loose,593,ok,delta,31.772616136919318,31.700991609458427,128,32,39,57,0.09999999999999887,0.08320613422348529,,
